amfi_code,period_end_date,returns_1y_pct,returns_3y_pct,returns_5y_pct,expense_ratio_pct,aum_cr,is_return_anomaly,is_expense_ratio_out_of_range
100013,2024-04-01,20.93,6.92,23.66,0.56,1395.4,False,False
100017,2025-11-01,12.69,14.33,9.59,0.81,13446.37,False,False
100008,2024-03-01,11.96,15.97,12.46,0.48,13508.91,False,False
100009,2024-02-01,26.12,8.81,11.5,0.69,9817.29,False,False
100012,2025-03-01,18.9,16.58,16.82,1.44,7451.01,False,False
100018,2025-01-08,15.65,7.23,8.08,0.39,18660.96,False,False
100001,2024-12-01,16.49,14.57,21.32,0.69,16160.03,False,False
100020,2025-10-01,24.52,20.61,12.32,2.95,8907.84,False,True
100006,2025-01-01,14.29,9.52,10.11,1.23,12379.69,False,False
100023,2024-10-01,11.58,25.13,22.55,1.11,3846.8,False,False
100010,2025-09-01,18.77,12.87,19.22,2.08,1128.24,False,False
100015,2024-03-01,9.12,23.3,26.04,2.03,6352.25,False,False
100002,2024-04-01,2.24,13.09,12.68,1.12,13238.69,False,False
100004,2025-05-01,14.48,23.32,2.92,0.71,12530.45,False,False
100020,2025-01-09,11.62,13.59,14.62,1.82,8547.44,False,False
100014,2024-06-01,28.23,13.43,18.73,1.82,11083.39,False,False
100014,2024-04-01,20.3,7.87,10.73,1.89,10718.88,False,False
100022,2025-05-01,19.82,24.08,18.54,0.43,4975.32,False,False
100014,2026-03-01,8.86,24.3,18.6,1.06,15424.21,False,False
100004,2026-01-02,18.8,2.25,14.46,0.71,13545.05,False,False
100017,2026-01-03,3.65,9.74,15.7,1.0,14159.65,False,False
100021,2026-05-01,14.23,12.17,8.71,1.37,7275.55,False,False
100015,2025-05-01,19.77,18.59,18.47,1.94,7473.49,False,False
100005,2025-03-01,19.39,25.26,8.0,0.82,15771.34,False,False
100002,2025-11-01,-19.74,4.75,13.46,1.23,20799.37,False,False
100022,2025-12-01,22.2,9.71,11.26,0.42,5087.21,False,False
100012,2026-03-01,8.34,8.64,21.9,0.38,6543.71,False,False
100001,2025-01-06,5.37,18.71,7.29,0.51,17268.16,False,False
100007,2025-10-01,23.49,10.06,10.39,0.39,3550.49,False,False
100007,2024-09-01,23.59,-0.1,14.72,1.74,3044.17,False,False
100021,2025-02-01,20.55,9.99,22.07,0.65,6397.94,False,False
100021,2025-06-01,4.73,17.42,7.6,1.95,6783.94,False,False
100013,2025-05-01,-0.15,10.22,11.6,0.49,1447.88,False,False
100012,2024-01-11,15.42,13.75,9.93,1.36,6507.76,False,False
100007,2024-03-01,9.68,28.4,17.15,2.08,2952.77,False,False
100007,2026-04-01,16.02,14.63,18.47,1.33,4126.84,False,False
100025,2025-11-01,7.24,8.9,16.73,1.12,4450.84,False,False
100020,2024-01-02,5.49,20.54,4.23,0.08,6342.08,False,True
100001,2025-01-01,11.99,9.41,9.87,1.43,16268.53,False,False
100018,2024-05-01,21.6,8.28,9.49,1.17,15084.51,False,False
100002,2024-01-03,4.34,3.79,13.46,0.48,13066.71,False,False
100013,2026-01-04,18.07,16.36,5.98,1.21,1649.01,False,False
100009,2025-01-12,8.24,16.33,12.08,2.02,14107.45,False,False
100020,2025-01-01,17.03,20.49,16.02,1.39,7731.43,False,False
100015,2026-01-05,20.15,1.72,12.3,0.35,8581.9,False,False
100021,2025-01-01,0.95,13.76,13.33,0.96,6569.51,False,False
100004,2026-04-01,-6.42,14.94,8.58,0.33,13519.69,False,False
100019,2025-01-10,17.36,10.8,10.71,0.97,11888.73,False,False
100018,2024-03-01,9.59,26.78,7.89,1.97,13409.91,False,False
100014,2026-01-01,21.67,12.58,7.12,2.04,15841.14,False,False
100023,2026-01-02,23.86,29.11,11.44,1.62,3553.97,False,False
100015,2025-06-01,11.75,12.96,10.9,0.46,7223.39,False,False
100009,2025-01-09,13.47,17.72,15.32,0.92,13043.07,False,False
100004,2025-06-01,4.45,10.97,15.57,1.34,11776.23,False,False
100018,2024-08-01,17.6,15.33,15.83,1.08,17047.64,False,False
100025,2026-01-01,14.61,18.44,15.92,1.88,4379.96,False,False
100004,2024-04-01,11.36,11.7,7.12,0.04,11697.62,False,True
100023,2025-10-01,11.55,19.0,15.13,1.91,3950.76,False,False
100006,2025-01-04,3.98,19.04,8.21,0.35,12417.7,False,False
100003,2026-05-01,8.09,19.76,14.77,1.37,19864.04,False,False
100009,2026-01-03,28.26,16.04,10.83,0.36,16820.18,False,False
100024,2024-11-01,15.14,10.85,3.35,0.53,3512.25,False,False
100022,2025-04-01,17.98,3.79,13.1,0.02,4935.76,False,True
100005,2025-01-01,4.01,16.24,20.34,0.79,16529.16,False,False
100022,2026-04-01,17.24,9.25,14.61,0.51,5508.72,False,False
100023,2024-01-01,6.42,13.72,19.5,1.69,3600.21,False,False
100024,2026-01-01,-0.73,14.41,10.64,0.85,3910.45,False,False
100018,2024-09-01,16.25,15.52,2.44,1.61,17194.93,False,False
100007,2025-08-01,24.99,8.17,13.69,1.7,3505.32,False,False
100011,2024-08-01,3.47,22.42,12.26,1.95,3248.83,False,False
100014,2024-05-01,14.99,11.19,18.06,1.59,10119.24,False,False
100001,2025-01-02,20.76,8.12,12.14,0.58,16126.77,False,False
100005,2025-10-01,12.13,14.53,14.49,0.93,20312.68,False,False
100004,2025-02-01,3.98,19.94,4.12,2.09,11066.6,False,False
100001,2024-11-01,18.02,8.4,13.14,0.57,16913.62,False,False
100006,2024-04-01,13.03,18.06,-0.29,0.31,11567.87,False,False
100016,2024-01-08,5.96,14.87,20.58,1.99,308.82,False,False
100009,2025-01-06,3.37,7.38,13.4,0.65,11990.41,False,False
100023,2025-05-01,-2.69,24.78,13.08,1.5,3685.59,False,False
100009,2024-04-01,15.44,1.82,17.31,1.17,10206.91,False,False
100023,2026-04-01,10.17,13.53,14.29,2.91,3862.15,False,True
100006,2024-01-03,16.33,12.42,11.01,0.86,11009.42,False,False
100005,2024-03-01,15.05,15.02,19.46,3.19,14042.54,False,True
100002,2026-01-06,10.03,21.58,9.25,1.31,25491.12,False,False
100018,2025-01-01,7.43,3.63,14.13,1.87,16707.91,False,False
100024,2025-02-01,20.91,3.74,14.54,1.2,3479.96,False,False
100003,2025-08-01,1.56,10.78,10.99,1.18,19971.38,False,False
100018,2026-01-01,18.41,5.35,16.63,1.87,23891.08,False,False
100015,2024-09-01,17.99,12.13,13.61,1.49,7762.8,False,False
100018,2025-10-01,7.16,28.43,10.8,0.47,20757.79,False,False
100011,2026-05-01,27.81,12.44,17.82,1.48,2930.64,False,False
100011,2024-01-01,14.1,18.0,14.07,1.76,3379.96,False,False
100013,2025-08-01,8.12,16.94,14.35,0.63,1472.45,False,False
100002,2025-02-01,-3.33,13.93,13.5,1.29,16311.78,False,False
100009,2024-01-01,7.14,7.34,18.64,1.62,8980.9,False,False
100008,2025-02-01,9.22,20.8,13.2,1.49,14818.28,False,False
100006,2024-09-01,13.62,13.12,9.3,1.61,12047.24,False,False
100010,2025-06-01,14.52,18.65,11.34,1.23,1178.16,False,False
100019,2026-02-01,13.46,4.03,13.58,1.66,11915.35,False,False
100014,2025-01-04,14.11,23.37,10.27,0.79,11673.04,False,False
100006,2026-01-05,4.86,23.09,15.51,2.06,21049.88,False,False
100011,2025-12-01,12.28,10.66,13.85,0.43,3112.57,False,False
100001,2024-01-01,9.15,3.62,11.93,0.77,13989.24,False,False
100016,2025-03-01,3.94,22.46,17.2,1.46,338.26,False,False
100015,2025-04-01,13.3,7.98,15.78,0.39,7555.76,False,False
100019,2024-01-12,8.92,16.51,20.95,1.58,13734.38,False,False
100018,2026-01-02,8.71,22.64,4.95,3.6,24177.21,False,True
100022,2024-10-01,8.73,24.04,16.05,1.84,4640.01,False,False
100009,2024-10-01,17.39,13.19,15.8,0.69,10380.1,False,False
100016,2026-03-01,16.21,7.18,14.09,1.08,476.21,False,False
100014,2024-01-09,6.51,11.66,13.13,1.23,10994.96,False,False
100016,2026-01-05,11.82,7.77,17.2,1.71,495.54,False,False
100004,2024-02-01,12.4,13.96,15.02,1.64,11899.88,False,False
100019,2026-06-01,32.04,15.26,18.78,1.34,11988.03,False,False
100018,2024-12-01,11.1,16.19,6.96,1.37,16589.42,False,False
100006,2026-01-06,14.14,14.58,12.29,1.47,20527.0,False,False
100022,2026-01-02,10.76,14.34,13.9,0.04,5388.26,False,True
100010,2024-08-01,6.47,11.59,12.04,1.04,1086.22,False,False
100009,2024-03-01,19.2,17.68,7.29,1.97,9615.13,False,False
100008,2024-01-02,2.2,11.58,5.6,1.75,13292.27,False,False
100015,2025-03-01,2.28,10.72,17.83,0.44,7822.49,False,False
100010,2025-07-01,10.39,13.64,8.49,1.47,1228.87,False,False
100006,2024-01-01,18.06,9.25,15.03,1.22,11611.65,False,False
100021,2024-09-01,16.71,24.48,14.52,1.12,6625.33,False,False
100020,2026-01-01,2.73,17.37,14.28,1.59,9891.13,False,False
100023,2024-01-07,19.34,13.08,6.16,1.88,3601.99,False,False
100015,2024-11-01,8.16,6.19,18.5,0.92,8010.16,False,False
100013,2024-01-02,10.97,20.15,12.04,1.44,1352.88,False,False
100021,2026-04-01,19.27,10.8,9.1,2.04,7262.04,False,False
100001,2024-03-01,25.38,12.74,15.66,1.94,14255.82,False,False
100025,2024-01-12,8.36,12.99,11.65,1.63,4785.29,False,False
100022,2025-11-01,15.23,10.16,14.61,0.93,5211.58,False,False
100008,2025-10-01,23.94,8.89,3.12,1.51,14235.85,False,False
100022,2026-06-01,11.95,11.03,11.47,1.49,5202.07,False,False
100016,2025-10-01,22.36,26.03,8.82,1.63,411.43,False,False
100010,2024-04-01,6.91,12.11,9.02,0.92,1015.02,False,False
100011,2025-01-01,9.63,12.53,14.26,1.5,3308.44,False,False
100014,2025-06-01,1.58,15.87,11.97,0.39,12173.83,False,False
100013,2025-12-01,17.85,6.29,20.04,0.44,1645.76,False,False
100018,2025-03-01,3.86,1.72,9.71,1.51,17979.73,False,False
100019,2024-01-11,11.4,10.37,9.13,1.28,15022.21,False,False
100012,2025-08-01,7.38,22.67,10.49,1.16,7345.93,False,False
100001,2024-01-09,13.32,10.34,5.64,1.21,15363.92,False,False
100008,2026-04-01,6.53,5.61,12.93,1.65,16532.67,False,False
100017,2025-07-01,-0.88,25.3,9.58,1.12,12204.96,False,False
100014,2025-01-11,16.14,4.14,15.15,1.46,14714.44,False,False
100007,2025-12-01,22.68,18.7,9.97,1.95,3819.68,False,False
100006,2025-08-01,17.44,5.06,15.79,1.9,14467.5,False,False
100014,2025-01-01,16.61,9.09,7.98,2.07,11834.88,False,False
100007,2026-05-01,14.72,15.99,7.83,1.15,4428.48,False,False
100016,2024-05-01,26.54,21.35,-0.05,0.83,308.69,False,False
100024,2026-06-01,-11.34,16.65,13.8,1.27,4427.6,False,False
100013,2025-01-10,12.49,15.1,6.32,1.11,1500.08,False,False
100021,2025-03-01,1.13,25.67,10.74,1.13,6221.12,False,False
100022,2024-02-01,31.33,19.26,22.32,0.56,5212.89,False,False
100017,2025-10-01,17.74,7.74,13.4,1.98,13360.73,False,False
100005,2025-01-04,5.13,4.73,11.55,0.55,16194.87,False,False
100010,2026-03-01,14.65,10.15,18.13,0.7,976.6,False,False
100017,2026-02-01,-3.85,14.78,15.89,0.57,14857.03,False,False
100013,2025-07-01,18.24,9.63,20.32,1.4,1509.78,False,False
100004,2024-06-01,8.34,8.24,11.04,2.03,11634.61,False,False
100020,2024-01-08,24.8,22.75,21.02,0.95,7406.6,False,False
100017,2025-09-01,5.5,4.27,12.74,0.8,12796.86,False,False
100016,2025-01-01,-2.88,9.51,7.89,0.59,335.98,False,False
100007,2024-02-01,16.93,15.99,15.7,0.04,2877.22,False,True
100020,2026-03-01,12.04,12.68,8.2,0.9,10281.97,False,False
100024,2026-05-01,24.5,7.32,18.89,1.92,4244.33,False,False
100015,2024-10-01,11.79,23.3,20.67,2.09,8014.65,False,False
100017,2026-05-01,11.49,12.82,15.2,0.71,14762.75,False,False
100008,2025-04-01,3.74,20.78,21.67,1.95,13206.2,False,False
100002,2024-01-11,6.39,7.88,17.62,0.48,15428.61,False,False
100012,2024-01-07,12.85,22.43,11.46,0.56,6548.97,False,False
100021,2024-01-02,18.73,15.98,12.17,0.66,5682.56,False,False
100011,2025-04-01,8.31,13.04,22.41,0.54,3428.07,False,False
100024,2025-08-01,4.4,12.58,13.93,0.64,3643.55,False,False
100002,2024-01-08,12.23,5.65,8.31,1.38,15481.73,False,False
100023,2025-01-09,21.05,16.67,12.66,1.89,3808.58,False,False
100012,2025-02-01,12.09,10.57,7.43,1.71,7176.58,False,False
100002,2025-12-01,11.26,16.02,16.51,0.59,19788.88,False,False
100023,2024-05-01,17.16,23.83,12.05,0.46,3766.58,False,False
100002,2025-07-01,7.3,11.07,17.3,1.9,18870.08,False,False
100024,2025-01-05,8.17,4.7,14.65,1.94,3374.3,False,False
100008,2024-01-10,18.28,19.08,11.32,1.57,13248.9,False,False
100017,2025-05-01,4.04,9.94,21.76,1.03,12546.33,False,False
100013,2025-01-11,14.32,5.17,19.6,1.83,1514.36,False,False
100011,2024-01-12,1.3,9.58,3.23,1.13,3310.07,False,False
100018,2025-01-09,10.22,18.03,20.9,1.59,20012.61,False,False
100014,2026-06-01,8.04,2.08,16.82,1.46,15783.07,False,False
100003,2025-02-01,9.16,13.66,16.33,1.05,17774.55,False,False
100002,2025-10-01,10.32,10.6,15.76,1.06,20381.0,False,False
100002,2026-01-03,15.24,22.27,-0.33,1.55,22340.53,False,False
100001,2025-04-01,7.05,20.39,15.08,0.86,15854.96,False,False
100021,2026-06-01,23.69,19.67,24.62,1.82,7515.88,False,False
100022,2025-01-08,21.59,4.46,11.15,1.68,4904.7,False,False
100012,2024-01-01,-2.2,12.26,12.07,0.5,6318.73,False,False
100001,2024-08-01,9.71,8.33,4.06,1.14,14797.53,False,False
100020,2024-01-12,12.3,3.61,10.39,0.87,6918.55,False,False
100012,2025-01-07,18.25,3.53,12.03,1.49,7655.59,False,False
100007,2025-04-01,7.68,15.44,13.82,1.68,3261.16,False,False
100008,2025-11-01,15.31,12.7,9.35,0.32,14881.91,False,False
100005,2025-07-01,-0.38,9.96,16.87,1.28,18374.36,False,False
100012,2024-02-01,6.76,11.58,11.63,2.01,6551.91,False,False
100010,2025-11-01,8.48,12.04,17.43,1.08,1124.57,False,False
100021,2024-01-08,5.86,5.86,22.22,1.99,6558.87,False,False
100001,2025-01-11,31.42,9.32,19.13,1.67,18373.54,False,False
100017,2025-06-01,28.17,4.95,7.17,0.61,12610.73,False,False
100020,2024-01-09,17.82,11.97,8.43,1.39,7470.45,False,False
100022,2025-09-01,8.7,6.29,11.45,1.02,5024.28,False,False
100023,2024-04-01,17.86,8.37,4.23,1.37,3797.34,False,False
100022,2025-10-01,9.13,17.16,11.13,0.49,4980.31,False,False
100008,2026-01-06,8.74,18.68,15.6,1.58,17209.91,False,False
100010,2024-11-01,13.1,14.01,22.09,0.79,1086.34,False,False
100017,2026-04-01,13.62,14.01,13.5,1.78,14481.16,False,False
100023,2025-12-01,1.49,13.76,10.51,1.6,3659.67,False,False
100020,2026-01-02,18.38,12.63,11.44,1.83,10031.76,False,False
100018,2025-01-04,17.08,19.62,11.5,1.28,17654.73,False,False
100025,2025-05-01,33.0,10.48,19.59,1.58,5001.9,False,False
100007,2024-11-01,14.05,6.78,23.76,1.73,3066.29,False,False
100004,2025-10-01,15.81,17.87,6.07,0.54,11975.79,False,False
100022,2025-01-07,6.74,11.01,17.76,1.04,4752.05,False,False
100005,2024-02-01,1.8,10.24,4.03,0.75,14417.98,False,False
100004,2024-01-09,11.39,27.2,11.05,1.71,10489.34,False,False
100014,2026-05-01,4.79,13.92,13.39,1.97,15900.54,False,False
100004,2025-01-11,-9.23,14.64,1.48,1.68,12403.63,False,False
100025,2024-01-08,24.85,15.68,20.35,0.05,4828.69,False,True
100020,2024-01-03,-0.48,4.93,5.66,1.47,6343.33,False,False
100010,2024-01-09,15.35,19.98,6.02,1.34,1046.68,False,False
100006,2024-11-01,13.34,17.49,14.36,0.59,12054.42,False,False
100025,2026-03-01,12.14,13.19,9.96,1.55,4473.42,False,False
100013,2025-04-01,9.0,24.71,21.16,1.7,1423.95,False,False
100025,2025-01-02,14.2,17.15,16.29,1.54,5078.59,False,False
100017,2025-01-01,8.73,8.44,5.26,1.0,12741.53,False,False
100019,2026-03-01,18.43,6.95,15.47,0.94,12202.09,False,False
100009,2025-01-05,10.02,31.11,14.12,1.11,10878.52,False,False
100024,2024-01-03,17.47,17.17,14.09,0.88,3632.35,False,False
100008,2025-01-01,13.81,25.84,10.21,1.88,14065.81,False,False
100013,2025-03-01,5.05,3.8,12.64,1.01,1394.83,False,False
100012,2024-01-03,13.29,14.95,9.92,1.27,6465.45,False,False
100007,2024-01-08,10.97,18.52,5.78,1.64,2872.1,False,False
100011,2024-10-01,20.03,13.44,17.31,1.75,3157.23,False,False
100020,2025-01-07,16.71,6.06,23.8,1.33,8654.96,False,False
100008,2025-01-08,14.66,14.73,6.19,0.38,13244.86,False,False
100022,2024-01-09,12.09,20.4,22.78,0.91,4843.23,False,False
100014,2025-01-07,24.23,14.7,11.91,1.14,13093.14,False,False
100003,2026-04-01,2.71,12.93,17.52,1.36,19729.64,False,False
100010,2026-06-01,13.81,23.88,4.35,1.56,1154.87,False,False
100007,2025-05-01,21.57,13.95,18.04,2.08,3339.61,False,False
100022,2025-01-02,17.72,13.28,3.56,0.34,5131.85,False,False
100004,2026-01-05,25.74,19.14,8.7,1.98,13521.55,False,False
100017,2024-01-08,6.62,11.72,8.36,0.39,11972.36,False,False
100018,2024-01-06,10.21,1.64,6.13,1.43,15559.34,False,False
100005,2024-01-07,9.26,22.18,15.01,1.11,16314.35,False,False
100023,2026-01-03,18.83,16.97,20.28,0.96,3770.27,False,False
100020,2024-05-01,22.14,4.25,12.55,1.51,7013.11,False,False
100004,2026-01-01,15.48,9.48,16.22,1.35,13853.35,False,False
100022,2024-01-11,20.43,14.84,13.16,0.77,4937.86,False,False
100013,2026-03-01,16.93,11.77,15.39,0.35,1759.1,False,False
100009,2024-01-08,7.3,10.62,17.41,1.07,11082.16,False,False
100001,2026-01-04,-4.84,6.51,20.18,1.69,19861.03,False,False
100019,2024-01-05,22.82,6.61,16.4,0.78,13891.6,False,False
100015,2024-01-02,25.25,18.52,5.61,2.0,6217.13,False,False
100013,2024-01-08,9.87,20.7,9.77,1.43,1437.63,False,False
100008,2025-07-01,19.27,5.53,12.12,0.75,13539.9,False,False
100004,2024-01-07,26.43,14.91,18.23,1.65,11238.09,False,False
100018,2024-01-01,22.58,12.06,14.35,0.54,13481.48,False,False
100009,2026-01-06,10.06,4.27,14.29,0.03,15594.24,False,True
100012,2025-09-01,7.83,12.96,17.97,0.97,7673.41,False,False
100003,2025-01-09,10.44,11.62,18.81,0.5,20306.51,False,False
100008,2025-05-01,24.44,14.93,16.57,1.83,13462.84,False,False
100008,2024-08-01,3.1,9.34,11.48,0.95,13372.95,False,False
100007,2024-06-01,16.7,22.85,9.13,0.84,2902.27,False,False
100017,2026-06-01,18.89,17.98,12.79,0.66,15452.79,False,False
100006,2025-03-01,8.06,15.18,11.58,0.86,12255.13,False,False
100020,2025-08-01,3.24,16.38,13.69,1.7,8696.95,False,False
100011,2025-06-01,19.64,14.09,4.65,0.95,3527.02,False,False
100015,2026-01-02,18.72,16.67,10.97,2.0,8072.63,False,False
100017,2024-11-01,8.45,7.94,13.42,1.98,11788.36,False,False
100025,2024-02-01,7.76,16.46,18.75,1.79,4634.85,False,False
100020,2025-12-01,17.19,13.55,23.46,1.65,9991.08,False,False
100003,2025-12-01,11.48,8.13,14.15,0.68,18722.95,False,False
100017,2024-05-01,4.69,10.52,3.06,0.9,10263.67,False,False
100021,2026-02-01,11.89,20.18,5.1,1.91,7874.61,False,False
100006,2025-05-01,3.15,18.12,9.88,1.98,12541.09,False,False
100002,2025-05-01,21.01,5.96,17.04,2.0,18973.3,False,False
100015,2025-11-01,18.03,6.38,0.61,1.7,7770.46,False,False
100013,2024-01-07,6.69,11.46,4.03,0.78,1386.2,False,False
100001,2026-05-01,16.12,14.6,14.91,1.88,19838.93,False,False
100024,2026-03-01,-9.33,7.17,15.81,0.46,3844.35,False,False
100015,2025-01-09,12.55,15.37,9.8,0.96,6938.5,False,False
100024,2025-01-09,24.63,26.16,18.59,1.7,3538.48,False,False
100002,2024-12-01,11.13,18.86,15.15,0.56,15802.4,False,False
100011,2024-03-01,25.74,21.96,18.01,1.19,3567.92,False,False
100016,2025-01-11,7.56,16.64,11.03,1.52,409.67,False,False
100024,2025-01-01,9.19,16.54,13.59,0.73,3785.12,False,False
100013,2026-01-01,19.16,16.0,18.35,0.94,1621.95,False,False
100006,2025-01-07,11.31,12.92,8.98,1.44,13766.11,False,False
100005,2025-06-01,5.57,6.5,17.36,0.52,18426.31,False,False
100021,2024-11-01,16.72,6.71,16.47,0.78,6544.54,False,False
100025,2024-01-07,15.17,10.35,11.43,0.85,4756.42,False,False
100015,2025-08-01,22.74,14.69,22.06,1.34,6944.13,False,False
100018,2024-11-01,12.14,3.76,17.18,1.8,16979.75,False,False
100017,2025-08-01,21.41,10.37,8.79,0.44,12597.86,False,False
100023,2024-01-09,7.79,8.44,13.81,1.52,3790.16,False,False
100010,2024-10-01,15.13,14.55,15.19,1.56,1070.08,False,False
100023,2025-11-01,-3.34,17.73,18.5,1.91,3880.82,False,False
100005,2025-09-01,18.77,8.18,11.92,0.81,19271.95,False,False
100006,2024-07-01,6.1,13.28,17.25,0.74,12268.46,False,False
100005,2024-01-12,14.7,31.55,11.42,0.37,15883.02,False,False
100025,2025-01-01,13.09,19.23,6.77,0.71,4861.01,False,False
100019,2024-04-01,11.02,9.3,13.32,1.74,14345.46,False,False
100009,2026-01-02,21.14,18.74,18.9,1.64,16805.21,False,False
100016,2024-01-10,18.37,22.65,2.43,1.93,298.6,False,False
100015,2024-04-01,14.95,4.04,13.48,1.55,6708.2,False,False
100017,2024-02-01,17.77,3.82,13.2,1.84,9001.88,False,False
100018,2025-07-01,5.33,8.1,11.31,0.66,18887.5,False,False
100001,2026-01-02,18.19,18.51,13.96,2.01,19891.13,False,False
100003,2024-01-12,25.99,23.49,14.79,1.84,17364.51,False,False
100009,2024-06-01,19.42,19.54,10.71,0.39,10164.05,False,False
100002,2024-01-01,11.31,7.62,14.23,1.28,13434.63,False,False
100005,2024-09-01,6.0,16.29,16.62,1.22,16588.64,False,False
100005,2026-01-03,9.5,11.84,8.43,0.86,23172.44,False,False
100023,2026-05-01,7.3,11.92,14.0,1.05,3978.45,False,False
100024,2024-01-01,9.82,12.79,14.39,1.67,3697.03,False,False
100006,2024-05-01,27.3,16.31,6.62,1.28,11622.14,False,False
100024,2024-01-06,18.03,13.78,8.38,1.56,3507.45,False,False
100020,2024-01-04,0.75,4.84,8.24,0.94,6829.64,False,False
100011,2026-01-02,-1.21,13.69,20.67,1.8,3020.56,False,False
100025,2025-01-12,25.3,24.66,16.37,1.87,4401.24,False,False
100025,2024-04-01,-2.83,18.44,12.34,1.6,4967.03,False,False
100010,2025-01-05,14.03,15.53,18.03,2.08,1185.06,False,False
100010,2026-05-01,17.56,25.21,22.23,2.0,1137.85,False,False
100003,2024-07-01,13.1,21.87,6.29,1.89,14949.16,False,False
100025,2025-01-06,10.18,14.21,10.46,1.51,4869.38,False,False
100004,2024-01-01,0.04,14.13,4.63,0.84,12685.98,False,False
100019,2024-01-03,13.16,12.01,5.42,1.09,14485.4,False,False
100014,2025-08-01,16.36,12.94,2.87,0.77,13642.39,False,False
100014,2024-01-07,8.34,13.31,-2.54,1.16,10711.34,False,False
100010,2025-01-10,9.97,15.35,6.52,0.08,1136.65,False,True
100005,2025-12-01,6.0,21.63,15.6,1.76,19736.02,False,False
100014,2024-12-01,20.31,13.59,4.91,0.43,11674.89,False,False
100003,2024-10-01,24.13,8.55,17.49,1.55,16010.69,False,False
100004,2024-01-03,27.27,14.4,4.95,1.53,11976.11,False,False
100010,2025-01-01,9.9,12.09,15.91,1.54,1174.07,False,False
100016,2024-03-01,15.33,18.75,18.24,1.82,299.13,False,False
100017,2025-01-02,21.99,16.67,9.83,1.12,12437.2,False,False
100024,2024-01-05,18.89,18.52,10.55,2.1,3656.39,False,False
100024,2025-03-01,13.68,19.21,18.11,1.88,3416.84,False,False
100011,2025-03-01,5.32,18.12,11.87,0.95,3205.77,False,False
100011,2024-01-11,3.38,11.51,12.58,3.37,3296.7,False,True
100002,2025-03-01,12.09,9.47,10.33,1.66,17397.81,False,False
100021,2025-01-05,13.11,5.87,12.81,1.17,6562.2,False,False
100025,2025-01-04,19.21,14.77,13.44,0.74,5073.69,False,False
100006,2025-12-01,13.45,19.2,8.74,1.32,16961.31,False,False
100004,2025-08-01,2.26,7.12,9.31,2.09,11506.94,False,False
100025,2025-01-09,-4.35,10.29,14.0,2.0,5000.87,False,False
100021,2025-04-01,24.87,17.66,12.11,2.02,6689.75,False,False
100017,2024-10-01,20.03,25.95,15.5,0.35,11795.12,False,False
100014,2024-10-01,7.77,17.1,17.61,1.15,11703.31,False,False
100021,2024-07-01,13.52,5.3,5.64,1.71,6600.61,False,False
100018,2024-01-02,18.53,21.43,1.17,0.71,13597.98,False,False
100005,2025-11-01,22.07,5.93,16.29,0.78,19650.38,False,False
100009,2025-08-01,-2.78,14.82,11.82,1.55,12795.86,False,False
100015,2024-07-01,8.6,15.84,13.55,0.79,7162.39,False,False
100003,2026-02-01,0.54,19.29,17.41,1.17,18914.82,False,False
100009,2025-01-02,13.01,14.34,20.29,0.96,10382.58,False,False
